OBJECTID,YEAR_,STATE,AGENCY,UNIT_ID,FIRE_NAME,INC_NUM,ALARM_DATE,CONT_DATE,CAUSE,C_METHOD,OBJECTIVE,GIS_ACRES,DECADES,Shape__Area,Shape__Length
2484,2017,CA,CCO,LAC,GORMAN,00223518,2017-07-28 00:00:00+00:00,2017-07-28 00:00:00+00:00,14.0,7.0,1.0,149.61,2010,899961.0078125,6001.88563704616
2485,2017,CA,CCO,LAC,SIERRA,00255759,2017-08-27 00:00:00+00:00,2017-08-28 00:00:00+00:00,2.0,1.0,1.0,36.46341,2010,217830.67578125,2749.51960208942
2486,2017,CA,CCO,LAC,HACIENDA,00338819,2017-11-12 00:00:00+00:00,2017-11-12 00:00:00+00:00,14.0,1.0,1.0,0.247208,2010,1458.421875,212.624414426701
2487,2017,CA,CCO,LAC,SKYLINE,00339735,2017-11-13 00:00:00+00:00,2017-11-13 00:00:00+00:00,2.0,1.0,1.0,0.07016324,2010,415.279760499485,152.499434605055
2488,2017,CA,CCO,LAC,RAMBLA,00377553,2017-12-18 00:00:00+00:00,2017-12-18 00:00:00+00:00,2.0,1.0,1.0,0.1799399,2010,1063.47823938914,138.045665168854
2489,2017,CA,CCO,LAC,CREEK,00362189,2017-12-05 00:00:00+00:00,2017-12-05 00:00:00+00:00,14.0,7.0,1.0,15619.15,2010,92857036.046875,71990.6476738906
2490,2017,CA,CCO,LAC,RYE,00362441,2017-12-05 00:00:00+00:00,2017-12-13 00:00:00+00:00,14.0,7.0,1.0,6047.719,2010,36056780.6015625,43088.9726766245
2818,2017,CA,CCO,LAC,TOPANGA,00191835,2017-06-29 00:00:00+00:00,2017-07-02 00:00:00+00:00,14.0,7.0,1.0,20.00055,2010,118210.6953125,2543.84169062352
2986,2016,CA,CCO,LAC,NEWHALL  FIRE,109704,2016-04-15 00:00:00+00:00,2016-04-15 00:00:00+00:00,11.0,1.0,1.0,28.31304,2010,168912.859375,4723.16438130099
2987,2016,CA,CCO,LAC,GORMAN FIRE,114380,2016-04-19 00:00:00+00:00,2016-04-19 00:00:00+00:00,14.0,7.0,1.0,105.8172,2010,636358.6953125,6493.24981621831
2988,2016,CA,CCO,LAC,WESTLAKE  FIRE,118511,2016-04-23 00:00:00+00:00,2016-04-24 00:00:00+00:00,14.0,1.0,1.0,1.313691,2010,7777.9921875,594.999254997107
2989,2016,CA,CCO,LAC,CEMENT FIRE,124428,2016-04-29 00:00:00+00:00,2016-04-29 00:00:00+00:00,5.0,1.0,1.0,30.11751,2010,181025.890625,2826.02914181132
2990,2016,CA,CCO,LAC,DALE FIRE,153333,2016-05-28 00:00:00+00:00,2016-05-28 00:00:00+00:00,14.0,7.0,1.0,4.628255,2010,27654.86328125,1288.19971681375
2991,2016,CA,CCO,LAC,WAYSIDE FIRE,165688,2016-06-09 00:00:00+00:00,2016-06-09 00:00:00+00:00,14.0,1.0,1.0,7.189027,2010,42892.7421875,1121.68104005965
2992,2016,CA,CCO,LAC,SAGE FIRE,198015,2016-07-09 00:00:00+00:00,2016-07-16 00:00:00+00:00,4.0,7.0,1.0,850.8893,2010,5066086.77734375,12250.8143587639
2993,2016,CA,CCO,LAC,TOPANGA FIRE,180879,2016-06-23 00:00:00+00:00,2016-06-23 00:00:00+00:00,14.0,1.0,1.0,0.8112921,2010,4803.2265625,431.226092679497
2994,2016,CA,CCO,LAC,SYCAMORE FIRE,201310,2016-07-12 00:00:00+00:00,2016-07-12 00:00:00+00:00,14.0,1.0,1.0,3.283275,2010,19571.50390625,1095.15290454111
2995,2016,CA,CCO,LAC,BARNES FIRE,208738,2016-07-19 00:00:00+00:00,2016-07-19 00:00:00+00:00,3.0,1.0,1.0,12.63156,2010,75950.890625,2185.10267771063
2996,2016,CA,CCO,LAC,OAK FIRE,226396,2016-08-05 00:00:00+00:00,2016-08-05 00:00:00+00:00,14.0,1.0,1.0,8.100562,2010,48348.55859375,1231.57110210211
2997,2016,CA,CCO,LAC,SPRINGS FIRE,236285,2016-08-15 00:00:00+00:00,2016-08-15 00:00:00+00:00,14.0,1.0,1.0,0.1328488,2010,797.890625,110.016999673447
2998,2016,CA,CCO,LAC,GORMAN FIRE,254944,2016-09-02 00:00:00+00:00,2016-09-02 00:00:00+00:00,14.0,1.0,1.0,4.489233,2010,27000.59765625,786.713144019938
2999,2016,CA,CCO,LAC,CALGROVE FIRE,273740,2016-09-20 00:00:00+00:00,2016-09-20 00:00:00+00:00,14.0,1.0,1.0,7.824634,2010,46573.90234375,1191.89502582574
3000,2016,CA,CCO,LAC,SOLEDAD  FIRE,278851,2016-09-25 00:00:00+00:00,2016-09-25 00:00:00+00:00,14.0,7.0,1.0,3.725425,2010,22215.4140625,1494.3756501264
3001,2016,CA,CCO,LAC,JOHNSON FIRE,295616,2016-10-11 00:00:00+00:00,2016-10-11 00:00:00+00:00,14.0,7.0,1.0,101.4958,2010,608600.41015625,5050.78409284298
3002,2016,CA,CCO,LAC,SESNON FIRE,303335,2016-10-18 00:00:00+00:00,2016-10-19 00:00:00+00:00,14.0,7.0,1.0,28.68535,2010,170549.94140625,2086.9600299744
3003,2016,CA,CCO,LAC,KAGEL FIRE,303946,2016-10-19 00:00:00+00:00,2016-10-19 00:00:00+00:00,14.0,7.0,1.0,61.8065,2010,367312.1484375,2847.43061722542
3004,2016,CA,CCO,LAC,NEWELL FIRE,326026,2016-11-09 00:00:00+00:00,2016-11-09 00:00:00+00:00,3.0,7.0,1.0,0.5850569,2010,3457.40625,557.148866367015
3005,2016,CA,CCO,LAC,CROSSROADS FIRE,327021,2016-11-10 00:00:00+00:00,2016-11-10 00:00:00+00:00,2.0,7.0,1.0,0.9183477,2010,5424.52734375,399.440344566748
3006,2016,CA,CCO,LAC,RIDGE FIRE,336072,2016-11-19 00:00:00+00:00,2016-11-19 00:00:00+00:00,10.0,7.0,1.0,4.446684,2010,26581.14453125,1093.5751724711
3007,2016,CA,CCO,LAC,LIBERTY FIRE,377364,2016-12-29 00:00:00+00:00,2016-12-29 00:00:00+00:00,14.0,7.0,1.0,4.798984,2010,28409.38671875,1044.93421707647
3177,2016,CA,CCO,LAC,OLD,160799,2016-06-04 00:00:00+00:00,2016-06-08 00:00:00+00:00,2.0,1.0,1.0,463.1134,2010,2742222.0078125,13279.3008735954
3201,2015,CA,CCO,LAC,TUNA,071109,2015-03-13 00:00:00+00:00,2015-03-13 00:00:00+00:00,4.0,1.0,1.0,1.204807,2010,7119.8671875,499.973783287029
3202,2015,CA,CCO,LAC,WAYSIDE,091465,2015-04-02 00:00:00+00:00,2015-04-02 00:00:00+00:00,2.0,1.0,1.0,6.601349,2010,39381.73046875,1125.80902219772
3203,2015,CA,CCO,LAC,ZEBRA,122453,2015-05-03 00:00:00+00:00,2015-05-03 00:00:00+00:00,14.0,1.0,1.0,10.10341,2010,60598.609375,1602.0986289968
3204,2015,CA,CCO,LAC,MUNZ,143984,2015-05-26 00:00:00+00:00,2015-05-26 00:00:00+00:00,14.0,1.0,1.0,96.20006,2010,577459.23046875,4481.43056065106
3205,2015,CA,CCO,LAC,CASTAIC,162050,2015-06-13 00:00:00+00:00,2015-06-13 00:00:00+00:00,14.0,1.0,1.0,31.04365,2010,185487.265625,2872.11375596336
3206,2015,CA,CCO,LAC,WIND,146978,2015-05-29 00:00:00+00:00,2015-05-29 00:00:00+00:00,2.0,1.0,1.0,6.101388,2010,36439.44921875,1181.80348629863
3207,2015,CA,CCO,LAC,FREEWAY,172068,2015-06-23 00:00:00+00:00,2015-06-23 00:00:00+00:00,2.0,1.0,1.0,11.55442,2010,69095.828125,1296.44214317374
3208,2015,CA,CCO,LAC,POPPY,154023,2015-06-05 00:00:00+00:00,2015-06-06 00:00:00+00:00,14.0,1.0,1.0,410.6794,2010,2465704.94140625,18023.0112896964
3209,2015,CA,CCO,LAC,RIDGE,178457,2015-06-29 00:00:00+00:00,2015-06-29 00:00:00+00:00,14.0,1.0,1.0,9.38639,2010,56088.828125,1408.11666262392
3210,2015,CA,CCO,LAC,CALGROVE,173220,2015-06-24 00:00:00+00:00,2015-06-26 00:00:00+00:00,14.0,1.0,1.0,364.396,2010,2169098.6328125,11030.3969388144
3211,2015,CA,CCO,LAC,REMSEN,191687,2015-07-12 00:00:00+00:00,2015-07-12 00:00:00+00:00,14.0,7.0,1.0,16.50616,2010,98251.66796875,2600.87726894921
3212,2015,CA,CCO,LAC,HOPPER,252223,2015-09-09 00:00:00+00:00,2015-09-10 00:00:00+00:00,1.0,7.0,1.0,10.72429,2010,64101.7421875,2630.87712856745
3213,2015,CA,CCO,LAC,FOUR BAY,252223,2015-09-09 00:00:00+00:00,2015-09-10 00:00:00+00:00,1.0,7.0,1.0,4.724183,2010,28255.0,1503.96986406252
3214,2015,CA,CCO,LAC,WAYSIDE,252223,2015-09-09 00:00:00+00:00,2015-09-10 00:00:00+00:00,1.0,1.0,1.0,7.424892,2010,44297.5703125,2008.56143063485
3215,2015,CA,CCO,LAC,SPUNKY,240921,2015-08-29 00:00:00+00:00,2015-08-29 00:00:00+00:00,2.0,1.0,1.0,5.217817,2010,31228.69921875,1165.52518129375
3216,2015,CA,CCO,LAC,JOHNSON,247713,2015-09-05 00:00:00+00:00,2015-09-05 00:00:00+00:00,9.0,1.0,1.0,53.45473,2010,320586.859375,3394.11008983116
3217,2015,CA,CCO,LAC,LINCOLN,227348,2015-08-16 00:00:00+00:00,2015-08-16 00:00:00+00:00,14.0,7.0,1.0,234.188,2010,1383358.328125,10568.461279019
3641,2014,CA,CCO,LAC,PINE  FIRE,065279,2014-03-15 00:00:00+00:00,2014-03-15 00:00:00+00:00,10.0,7.0,1.0,117.0455,2010,703412.28515625,4964.2452134967
3829,2013,CA,CCO,LAC,BOUQUET,00001331,2013-04-08 00:00:00+00:00,2013-04-08 00:00:00+00:00,9.0,6.0,1.0,10.92064,2010,65171.41796875,1459.79411399308
3830,2013,CA,CCO,LAC,CANYON,00223517,2013-09-13 00:00:00+00:00,2013-09-13 00:00:00+00:00,14.0,1.0,1.0,12.73037,2010,75364.5859375,2053.29366976042
3831,2013,CA,CCO,LAC,CANYON,00230689,2013-09-21 00:00:00+00:00,2013-09-21 00:00:00+00:00,9.0,1.0,1.0,21.94959,2010,131062.3984375,2131.15663683913
3832,2013,CA,LRA,LAC,CANYON,Unknown,2013-08-19 00:00:00+00:00,2013-08-19 00:00:00+00:00,14.0,6.0,1.0,1.532762,2010,9078.63671875,376.634377410024
3833,2013,CA,CCO,LAC,CASTRO,00000650,2013-07-08 00:00:00+00:00,2013-07-08 00:00:00+00:00,2.0,6.0,1.0,0.608927,2010,3601.64453125,288.716562748266
3834,2013,CA,CCO,LAC,CLARITA,00242641,2013-10-05 00:00:00+00:00,2013-10-05 00:00:00+00:00,14.0,1.0,1.0,6.421675,2010,38205.94921875,2358.12597247533
3835,2013,CA,CCO,LAC,COLTRANE,00149433,2013-06-22 00:00:00+00:00,2013-06-22 00:00:00+00:00,14.0,1.0,1.0,15.10816,2010,89912.44140625,1610.59585896559
3836,2013,CA,USF,LAC,GABRIEL,00003617,2013-07-30 00:00:00+00:00,2013-08-18 00:00:00+00:00,2.0,6.0,1.0,3.933502,2010,23348.671875,616.514824146337
3837,2013,CA,CCO,LAC,LAKE,00118144,2013-05-17 00:00:00+00:00,2013-05-18 00:00:00+00:00,3.0,7.0,1.0,659.6399,2010,3942097.4296875,13017.7262411911
3838,2013,CA,CCO,LAC,LOWRIDGE,00315713,2013-12-29 00:00:00+00:00,2013-12-29 00:00:00+00:00,14.0,1.0,1.0,12.89286,2010,76971.2578125,2046.10977391814
3839,2013,CA,CCO,LAC,MADISON,00126694,2013-05-27 00:00:00+00:00,2013-05-27 00:00:00+00:00,2.0,7.0,1.0,5.662212,2010,33774.25390625,912.156426787017
3840,2013,CA,CCO,LAC,MADRE,00232559,2013-09-23 00:00:00+00:00,2013-09-27 00:00:00+00:00,5.0,7.0,1.0,209.502,2010,1241493.78125,5678.74580091579
3841,2013,CA,CCO,LAC,MAGIC,00127427,2013-05-28 00:00:00+00:00,2013-05-28 00:00:00+00:00,2.0,1.0,1.0,145.1069,2010,864912.7421875,7302.05264891994
3842,2013,CA,CCO,LAC,MARPLE,00219426,2013-09-08 00:00:00+00:00,2013-09-08 00:00:00+00:00,3.0,1.0,1.0,6.544206,2010,39124.3046875,967.735141330471
3843,2013,CA,LRA,LAC,MAY,00103948,2013-05-01 00:00:00+00:00,2013-05-01 00:00:00+00:00,14.0,1.0,1.0,39.12205,2010,235267.25,2678.62404152627
3844,2013,CA,CCO,LAC,OLD TOPANGA,00000232,2013-03-11 00:00:00+00:00,2013-03-11 00:00:00+00:00,14.0,6.0,1.0,0.0852045,2010,504.34375,86.3864796407635
3845,2013,CA,LRA,LAC,SHOOTING,00004140,2013-08-27 00:00:00+00:00,2013-08-27 00:00:00+00:00,2.0,8.0,1.0,10.215,2010,60525.33984375,1410.6480495797
3846,2013,CA,CCO,LAC,VIRGENES,00000846,2013-09-18 00:00:00+00:00,2013-09-19 00:00:00+00:00,14.0,6.0,1.0,3.633029,2010,21500.41015625,697.3402177885
4187,2012,CA,CCO,LAC,AGUA,00001588,2012-04-08 00:00:00+00:00,2012-08-04 00:00:00+00:00,2.0,6.0,1.0,7.086761,2010,42290.55859375,775.270341350584
4188,2012,CA,CCO,LAC,ALISO FIRE,00001398,2012-01-02 00:00:00+00:00,2012-01-02 00:00:00+00:00,2.0,1.0,1.0,12.31213,2010,73466.59765625,2066.36026417789
4189,2012,CA,CCO,LAC,BOUQUET,00005329,2012-10-03 00:00:00+00:00,2012-10-03 00:00:00+00:00,9.0,6.0,1.0,9.260748,2010,55451.4609375,914.033409827182
4190,2012,CA,CCO,LAC,CASTLE ROCK FIRE,00021069,2012-01-26 00:00:00+00:00,2012-01-26 00:00:00+00:00,11.0,1.0,1.0,0.6287549,2010,3658.515625,370.371077847368
4191,2012,CA,CCO,LAC,COPCO FIRE,00195835,2012-08-18 00:00:00+00:00,2012-08-18 00:00:00+00:00,14.0,1.0,1.0,146.9889,2010,883171.91796875,6442.89548547936
4192,2012,CA,CCO,LAC,ESCONDIDO FIRE,00128234,2012-06-01 00:00:00+00:00,2012-06-01 00:00:00+00:00,3.0,1.0,1.0,0.393941,2010,2352.19921875,221.742662014438
4193,2012,CA,CCO,LAC,FIVE MILE FIRE,00134232,2012-06-08 00:00:00+00:00,2012-06-08 00:00:00+00:00,2.0,7.0,1.0,488.7408,2010,2921616.58984375,10589.4034060998
4194,2012,CA,LRA,LAC,GLADDING,00005678,2012-10-25 00:00:00+00:00,,9.0,1.0,1.0,5.810968,2010,34636.21484375,954.133690515807
4195,2012,CA,CCO,LAC,HIGHWAY,00002205,2012-05-20 00:00:00+00:00,,2.0,6.0,1.0,7.48768,2010,44994.33203125,901.057260095585
4196,2012,CA,LRA,LAC,HILLSIDE,00003279,2012-07-03 00:00:00+00:00,2012-03-07 00:00:00+00:00,9.0,6.0,1.0,47.19527,2010,282436.0546875,2302.3325606172
4197,2012,CA,CCO,LAC,HILLSIDE FIRE,00155974,2012-07-03 00:00:00+00:00,2012-07-03 00:00:00+00:00,14.0,1.0,1.0,885.1592,2010,5296213.6875,12938.8884474885
4198,2012,CA,CCO,LAC,MARTINEZ FIRE,00032579,2012-02-09 00:00:00+00:00,2012-02-09 00:00:00+00:00,14.0,1.0,1.0,4.11401,2010,24535.296875,675.26926098329
4199,2012,CA,CCO,LAC,MESA FIRE,00178914,2012-07-30 00:00:00+00:00,2012-07-30 00:00:00+00:00,2.0,1.0,1.0,10.90204,2010,65113.05078125,1163.61331100234
4200,2012,CA,CCO,LAC,MULHOLLAND,00000979,2012-10-26 00:00:00+00:00,2012-10-26 00:00:00+00:00,14.0,1.0,1.0,1.006281,2010,5978.40492248535,274.092779797681
4201,2012,CA,CCO,LAC,OASIS FIRE,00152881,2012-06-30 00:00:00+00:00,2012-06-30 00:00:00+00:00,14.0,1.0,1.0,94.33763,2010,562578.16796875,3983.84932534805
4202,2012,CA,LRA,LAC,OLIVEVIEW,00003900,2012-07-24 00:00:00+00:00,2012-07-25 00:00:00+00:00,14.0,1.0,1.0,5.262163,2010,31305.83984375,836.443098925997
4203,2012,CA,CCO,LAC,RIDGE FIRE,00148572,2012-06-25 00:00:00+00:00,2012-06-25 00:00:00+00:00,14.0,1.0,1.0,27.09223,2010,162811.02734375,2769.68068480867
4204,2012,CA,CCO,LAC,TEJON,00002999,2012-06-23 00:00:00+00:00,,9.0,6.0,1.0,13.61068,2010,81196.08203125,1106.5705470494
4205,2012,CA,CCO,LAC,TOVEY FIRE,00179879,2012-07-31 00:00:00+00:00,2012-07-31 00:00:00+00:00,14.0,1.0,1.0,71.69716,2010,428803.73046875,2897.41943108047
4206,2012,CA,CCO,LAC,TREE FIRE,00108014,2012-05-08 00:00:00+00:00,2012-05-08 00:00:00+00:00,14.0,1.0,1.0,126.4701,2010,754222.0625,12216.3375804913
4207,2012,CA,CCO,LAC,VANTAGE POINTE FIRE,00052201,2012-03-03 00:00:00+00:00,2012-03-03 00:00:00+00:00,14.0,1.0,1.0,0.2644691,2010,1559.5390625,247.677435208746
4208,2012,CA,CCO,LAC,VINCENT,00004714,2012-08-30 00:00:00+00:00,,1.0,6.0,1.0,8.250733,2010,49288.7578125,1030.2181485238
4519,2011,CA,CCO,LAC,BANNING,00099277,2011-05-02 00:00:00+00:00,2011-05-02 00:00:00+00:00,2.0,7.0,1.0,117.999,2010,687484.37890625,4315.92378065701
4520,2011,CA,CCO,LAC,CHARLIE,00148165,2011-07-02 00:00:00+00:00,2011-07-02 00:00:00+00:00,14.0,1.0,1.0,80.12396,2010,481904.89453125,4222.31498454896
4521,2011,CA,CCO,LAC,COLINA,Unknown,2011-07-10 00:00:00+00:00,2011-07-10 00:00:00+00:00,9.0,1.0,1.0,0.09397248,2010,558.335671246052,83.7630764247708
4522,2011,CA,CCO,LAC,EAST,00116101,2011-05-23 00:00:00+00:00,2011-05-23 00:00:00+00:00,14.0,7.0,1.0,27.7058,2010,166418.046875,1934.52069421461
4523,2011,CA,CCO,LAC,EAST,00194722,2011-08-27 00:00:00+00:00,2011-08-27 00:00:00+00:00,1.0,1.0,1.0,113.5577,2010,681526.0546875,4572.91449350967
4524,2011,CA,CCO,LAC,EMMA,00154862,2011-07-09 00:00:00+00:00,2011-07-09 00:00:00+00:00,2.0,7.0,1.0,29.46317,2010,175832.125,3314.72479869075
4525,2011,CA,CCO,LAC,ENCINAL,Unknown,2011-07-07 00:00:00+00:00,2011-07-07 00:00:00+00:00,2.0,1.0,1.0,2.435148,2010,14470.3184978962,426.426295100583
4526,2011,CA,CCO,LAC,FOOSE,Unknown,2011-08-02 00:00:00+00:00,2011-08-02 00:00:00+00:00,9.0,5.0,1.0,0.7461584,2010,4431.26696026325,235.976572807539
4527,2011,CA,CCO,LAC,HUGHES,00140690,2011-06-23 00:00:00+00:00,2011-06-23 00:00:00+00:00,14.0,7.0,1.0,50.53924,2010,301732.30078125,3115.20597173958
4528,2011,CA,CCO,LAC,INDIA,00100116,2011-05-03 00:00:00+00:00,2011-05-03 00:00:00+00:00,2.0,7.0,1.0,57.09016,2010,342673.23828125,2751.93947127711
4529,2011,CA,CCO,LAC,LANCASTER,00191875,2011-08-24 00:00:00+00:00,2011-08-24 00:00:00+00:00,5.0,1.0,1.0,17.14412,2010,102933.2578125,1914.37756055867
4530,2011,CA,CCO,LAC,LANCASTER,00199843,2011-09-02 00:00:00+00:00,2011-09-02 00:00:00+00:00,1.0,7.0,1.0,36.84941,2010,221025.91796875,2955.02229969224
4531,2011,CA,CCO,LAC,LAS VIRGENES,Unknown,2011-08-24 00:00:00+00:00,2011-08-24 00:00:00+00:00,9.0,1.0,1.0,1.305455,2010,7758.60746741295,312.24595575695
4532,2011,CA,CCO,LAC,LIGHTNING,00217140,2011-09-23 00:00:00+00:00,2011-09-23 00:00:00+00:00,1.0,7.0,1.0,132.5602,2010,797048.28125,4528.19139409819
4533,2011,CA,CCO,LAC,MALIBU BEACH,00000111,2011-01-14 00:00:00+00:00,2011-01-14 00:00:00+00:00,9.0,1.0,1.0,0.09395437,2010,557.573036432266,83.7058505723618
4534,2011,CA,CCO,LAC,NEENACH,00204886,2011-09-08 00:00:00+00:00,2011-09-08 00:00:00+00:00,14.0,1.0,1.0,42.16852,2010,253622.87109375,3101.75294407031
4535,2011,CA,CCO,LAC,NORTH,00169456,2011-07-27 00:00:00+00:00,2011-07-27 00:00:00+00:00,14.0,7.0,1.0,23.67797,2010,142072.39453125,1719.54447672708
4536,2011,CA,CCO,LAC,OASIS,00194624,2011-08-27 00:00:00+00:00,2011-08-27 00:00:00+00:00,1.0,7.0,1.0,355.5502,2010,2120391.66015625,11041.1436842462
4537,2011,CA,CCO,LAC,PARK,00217184,2011-09-23 00:00:00+00:00,2011-09-23 00:00:00+00:00,14.0,7.0,1.0,82.12325,2010,493332.125,4318.13329433762
4538,2011,CA,CCO,LAC,PEAR,00179259,2011-08-08 00:00:00+00:00,2011-08-08 00:00:00+00:00,14.0,7.0,1.0,23.38194,2010,139721.41796875,2231.02249003858
4539,2011,CA,CCO,LAC,PERKINS,00190520,2011-08-22 00:00:00+00:00,2011-08-22 00:00:00+00:00,14.0,7.0,1.0,27.30478,2010,163843.27734375,2586.18980110461
4540,2011,CA,CCO,LAC,PIUMA,Unknown,2011-10-31 00:00:00+00:00,2011-10-31 00:00:00+00:00,10.0,5.0,1.0,0.09396579,2010,558.052534639835,83.7418352611445
4541,2011,CA,CCO,LAC,RANGE,00120055,2011-05-28 00:00:00+00:00,2011-05-28 00:00:00+00:00,10.0,7.0,1.0,241.0146,2010,1448829.9453125,8217.35546958081
4542,2011,CA,CCO,LAC,RIVERBED,00140046,2011-06-22 00:00:00+00:00,2011-06-22 00:00:00+00:00,14.0,1.0,1.0,108.0505,2010,646456.08203125,4998.91101499035
4543,2011,CA,CCO,LAC,SIERRA,00193674,2011-08-26 00:00:00+00:00,2011-08-26 00:00:00+00:00,2.0,1.0,1.0,12.05157,2010,71989.45703125,1382.6680830408
4544,2011,CA,CCO,LAC,WAGON,00202081,2011-09-05 00:00:00+00:00,2011-09-05 00:00:00+00:00,15.0,7.0,1.0,298.8475,2010,1784580.38671875,9208.1118866721
4800,2010,CA,CCO,LAC,MUREAU,NPS597,2010-08-01 00:00:00+00:00,2010-08-01 00:00:00+00:00,14.0,1.0,1.0,22.95863,2010,136003.14453125,2176.30149227944
4801,2010,CA,CCO,LAC,RIVER,00136462,2010-06-19 00:00:00+00:00,2010-06-19 00:00:00+00:00,2.0,7.0,1.0,2.553682,2010,15251.33984375,707.348711755395
4802,2010,CA,CCO,LAC,QUAIL,00136678,2010-06-19 00:00:00+00:00,2010-06-19 00:00:00+00:00,2.0,7.0,1.0,8.285655,2010,49803.12890625,1158.57496813688
4803,2010,CA,CCO,LAC,CALGROVE,00141371,2010-06-25 00:00:00+00:00,2010-06-25 00:00:00+00:00,14.0,7.0,1.0,7.456395,2010,44367.32421875,1564.48830236595
4804,2010,CA,CCO,LAC,ECHO LAKE,146126,2010-07-01 00:00:00+00:00,2010-07-10 00:00:00+00:00,16.0,7.0,1.0,24.08152,2010,140215.95703125,1762.92480711827
4805,2010,CA,CCO,LAC,NEENACH,159288,2010-07-17 00:00:00+00:00,2010-07-17 00:00:00+00:00,14.0,1.0,1.0,171.4515,2010,1030851.23046875,5280.28064912754
